,value,temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2024-02-01 10:00:00+05:00,49.0,14.93,12.05,0.83,1.63,207.9,0.78,0.22
2024-02-01 11:00:00+05:00,49.0,15.11,11.69,0.8,1.35,241.67,0.7,0.25
2024-02-01 12:00:00+05:00,49.0,15.54,11.71,0.78,1.19,259.53,0.85,0.03
2024-02-01 13:00:00+05:00,49.0,17.36,12.66,0.74,1.23,272.91,0.66,0.03
2024-02-01 14:00:00+05:00,49.0,17.22,12.67,0.75,1.29,293.78,0.67,0.03
2024-02-01 15:00:00+05:00,49.0,17.98,11.2,0.65,2.25,265.31,0.16,0.05
2024-02-01 16:00:00+05:00,49.0,17.9,10.9,0.64,2.28,275.11,0.11,0.05
2024-02-01 17:00:00+05:00,49.0,17.06,11.45,0.7,1.35,291.14,0.05,0.03
2024-02-01 18:00:00+05:00,49.0,15.52,11.42,0.77,2.64,316.39,0.07,0.0
2024-02-01 19:00:00+05:00,49.0,13.74,10.97,0.83,2.43,346.4,0.03,0.0
2024-02-01 20:00:00+05:00,49.0,13.4,10.6,0.83,2.18,15.94,0.04,0.0
2024-02-01 21:00:00+05:00,49.0,13.0,10.32,0.84,2.53,35.68,0.05,0.0
2024-02-01 22:00:00+05:00,49.0,11.66,9.88,0.89,3.04,51.09,0.02,0.0
2024-02-01 23:00:00+05:00,145.0,11.76,10.27,0.91,3.27,62.34,0.01,0.0
2024-02-02 00:00:00+05:00,105.0,11.77,10.56,0.92,3.1,70.52,0.0,0.0
2024-02-02 01:00:00+05:00,65.0,11.19,10.38,0.95,2.81,73.12,0.0,0.0
2024-02-02 02:00:00+05:00,54.0,11.31,10.55,0.95,2.53,71.91,0.0,0.0
2024-02-02 03:00:00+05:00,71.0,9.76,9.68,0.99,2.29,62.24,0.0,0.0
2024-02-02 04:00:00+05:00,104.0,9.29,9.03,0.98,2.22,48.52,0.0,0.0
2024-02-02 05:00:00+05:00,157.0,9.27,8.93,0.98,1.84,37.72,0.2,0.0
2024-02-02 06:00:00+05:00,45.0,9.7,9.19,0.97,1.59,16.73,0.21,0.0
2024-02-02 07:00:00+05:00,74.0,9.55,8.94,0.96,1.58,2.33,0.77,0.0
2024-02-02 08:00:00+05:00,82.0,9.81,9.09,0.95,1.89,358.41,0.87,0.0
2024-02-02 09:00:00+05:00,87.0,9.93,8.74,0.92,1.76,0.26,0.66,0.0
2024-02-02 10:00:00+05:00,87.0,13.27,10.32,0.82,1.85,357.36,0.0,0.0
2024-02-02 11:00:00+05:00,61.0,14.5,10.6,0.77,2.23,352.11,0.0,0.0
2024-02-02 12:00:00+05:00,60.0,15.23,10.43,0.73,2.72,348.67,0.01,0.0
2024-02-02 13:00:00+05:00,33.0,18.19,9.63,0.57,3.08,346.59,0.0,0.0
2024-02-02 14:00:00+05:00,32.0,18.69,8.94,0.53,3.22,350.03,0.0,0.0
2024-02-02 15:00:00+05:00,49.0,18.49,7.03,0.47,2.77,350.04,0.0,0.0
2024-02-02 16:00:00+05:00,55.0,18.52,6.3,0.45,2.48,353.42,0.0,0.0
2024-02-02 17:00:00+05:00,51.0,17.79,8.11,0.53,1.9,345.97,0.0,0.0
2024-02-02 18:00:00+05:00,79.0,15.93,8.42,0.61,2.82,327.31,0.59,0.0
2024-02-02 19:00:00+05:00,113.0,14.11,8.15,0.67,2.45,316.69,0.99,0.0
2024-02-02 20:00:00+05:00,136.0,13.37,7.38,0.67,2.18,312.18,0.94,0.0
2024-02-02 21:00:00+05:00,146.0,13.0,7.24,0.68,1.95,300.89,0.92,0.0
2024-02-02 22:00:00+05:00,110.0,12.56,7.44,0.71,2.07,310.28,0.93,0.0
2024-02-02 23:00:00+05:00,145.0,12.58,7.5,0.71,1.77,333.25,0.91,0.0
2024-02-03 00:00:00+05:00,132.0,12.78,7.45,0.7,1.93,345.67,0.96,0.0
2024-02-03 01:00:00+05:00,80.0,13.12,7.38,0.68,1.99,345.96,1.0,0.0
2024-02-03 02:00:00+05:00,101.0,12.69,7.24,0.69,1.92,345.43,1.0,0.0
2024-02-03 03:00:00+05:00,199.0,12.26,7.37,0.72,2.54,348.41,0.76,0.1
2024-02-03 04:00:00+05:00,89.0,12.05,7.72,0.75,2.75,11.13,0.96,0.06
2024-02-03 05:00:00+05:00,130.0,12.21,7.74,0.74,2.86,38.93,0.79,0.32
2024-02-03 06:00:00+05:00,104.0,11.93,8.02,0.77,2.75,25.04,0.92,0.1
2024-02-03 07:00:00+05:00,74.0,12.31,7.98,0.75,2.36,8.37,0.83,0.0
2024-02-03 08:00:00+05:00,129.0,12.3,8.43,0.77,2.63,4.88,0.81,0.16
2024-02-03 09:00:00+05:00,119.0,12.1,8.72,0.8,3.06,18.99,0.98,0.16
2024-02-03 10:00:00+05:00,107.0,13.5,8.35,0.71,3.25,29.39,0.93,0.0
2024-02-03 11:00:00+05:00,92.0,14.33,7.67,0.64,3.05,36.68,0.91,0.0
2024-02-03 12:00:00+05:00,81.0,14.5,7.05,0.61,3.13,45.72,0.85,0.0
2024-02-03 13:00:00+05:00,80.0,15.32,7.56,0.6,3.22,48.75,0.97,0.0
2024-02-03 14:00:00+05:00,79.0,15.52,8.06,0.61,3.29,50.58,0.96,0.0
2024-02-03 15:00:00+05:00,83.0,15.75,7.97,0.6,2.27,61.45,0.93,0.0
2024-02-03 16:00:00+05:00,73.0,15.66,8.01,0.6,2.41,55.74,0.74,0.0
2024-02-03 17:00:00+05:00,84.0,15.52,8.19,0.62,1.68,56.35,0.11,0.0
2024-02-03 18:00:00+05:00,117.0,15.72,8.85,0.64,2.27,37.76,0.59,0.0
2024-02-03 19:00:00+05:00,117.0,14.71,9.53,0.71,1.97,43.94,0.96,0.0
2024-02-03 20:00:00+05:00,98.0,14.01,9.5,0.74,1.95,52.69,0.86,0.0
2024-02-03 21:00:00+05:00,238.0,14.21,9.63,0.74,2.12,48.94,0.5,0.0
2024-02-03 22:00:00+05:00,86.0,13.68,9.73,0.77,2.07,39.94,0.75,0.0
2024-02-03 23:00:00+05:00,129.0,13.4,9.67,0.78,1.76,30.32,0.95,0.0
2024-02-04 00:00:00+05:00,108.0,13.51,9.62,0.77,1.98,17.57,1.0,0.03
2024-02-04 01:00:00+05:00,123.0,12.61,9.76,0.83,1.6,27.79,1.0,0.08
2024-02-04 02:00:00+05:00,150.0,12.09,9.97,0.87,1.32,29.45,0.73,0.03
2024-02-04 03:00:00+05:00,147.0,11.5,9.31,0.86,1.56,30.11,0.83,0.34
2024-02-04 04:00:00+05:00,139.0,11.31,9.34,0.88,1.61,24.88,0.92,0.26
2024-02-04 05:00:00+05:00,176.0,11.6,9.54,0.87,2.16,23.02,0.7,0.01
2024-02-04 06:00:00+05:00,178.0,11.7,9.51,0.86,2.54,33.27,1.0,0.0
2024-02-04 07:00:00+05:00,189.0,11.73,9.56,0.87,2.66,36.31,1.0,0.0
2024-02-04 08:00:00+05:00,194.0,11.64,9.69,0.88,2.66,41.15,1.0,0.0
2024-02-04 09:00:00+05:00,110.0,11.71,9.5,0.86,2.37,49.22,1.0,0.14
2024-02-04 10:00:00+05:00,110.0,13.19,10.44,0.83,2.04,57.08,1.0,0.73
2024-02-04 11:00:00+05:00,110.0,13.61,10.73,0.83,1.73,71.7,0.94,0.67
2024-02-04 12:00:00+05:00,67.0,13.58,10.43,0.81,1.58,95.9,0.37,0.26
2024-02-04 13:00:00+05:00,31.0,15.38,10.66,0.73,1.29,123.82,0.27,0.02
2024-02-04 14:00:00+05:00,31.0,15.63,10.57,0.72,0.38,179.73,0.39,0.05
2024-02-04 15:00:00+05:00,49.0,16.0,10.11,0.68,0.71,319.89,0.49,0.05
2024-02-04 16:00:00+05:00,29.0,16.09,10.05,0.67,1.56,357.87,0.43,0.05
2024-02-04 17:00:00+05:00,43.0,15.88,10.27,0.69,1.63,12.4,0.36,0.02
2024-02-04 18:00:00+05:00,80.0,15.72,10.8,0.73,1.61,19.19,0.37,0.0
2024-02-04 19:00:00+05:00,140.0,13.01,10.46,0.84,1.76,26.13,0.24,0.0
2024-02-04 20:00:00+05:00,172.0,12.61,10.38,0.86,1.74,31.3,0.22,0.0
2024-02-04 21:00:00+05:00,189.0,12.04,10.21,0.89,1.81,37.51,0.12,0.0
2024-02-04 22:00:00+05:00,178.0,10.98,9.74,0.92,1.83,30.75,0.02,0.0
2024-02-04 23:00:00+05:00,184.0,11.01,9.92,0.93,1.81,22.56,0.01,0.0
2024-02-05 00:00:00+05:00,229.0,10.67,9.65,0.93,1.7,15.17,0.02,0.0
2024-02-05 01:00:00+05:00,248.0,9.91,9.09,0.95,1.84,13.2,0.01,0.0
2024-02-05 02:00:00+05:00,226.0,9.77,9.02,0.95,1.96,16.03,0.01,0.0
2024-02-05 03:00:00+05:00,267.0,8.56,8.24,0.98,1.61,356.52,0.31,0.0
2024-02-05 04:00:00+05:00,383.0,8.33,8.07,0.98,1.66,5.37,0.92,0.0
2024-02-05 05:00:00+05:00,270.0,8.23,8.01,0.99,1.2,9.06,1.0,0.0
2024-02-05 06:00:00+05:00,196.0,7.95,7.75,0.99,1.07,7.23,1.0,0.0
2024-02-05 07:00:00+05:00,159.0,7.69,7.43,0.98,1.03,328.84,1.0,0.0
2024-02-05 08:00:00+05:00,183.0,8.33,7.82,0.97,1.01,325.41,1.0,0.0
2024-02-05 09:00:00+05:00,155.0,8.94,8.03,0.94,0.98,342.33,1.0,0.0
2024-02-05 10:00:00+05:00,162.0,13.38,10.06,0.8,0.91,341.17,0.97,0.0
2024-02-05 11:00:00+05:00,127.0,14.65,10.1,0.74,1.34,340.83,0.36,0.0
2024-02-05 12:00:00+05:00,116.0,15.28,9.99,0.71,1.86,335.05,0.28,0.04
2024-02-05 13:00:00+05:00,62.0,18.0,9.47,0.57,1.51,330.88,0.17,0.02
2024-02-05 14:00:00+05:00,60.0,18.5,9.13,0.54,1.25,318.9,0.21,0.02
2024-02-05 15:00:00+05:00,54.0,17.73,9.25,0.58,1.83,294.58,0.22,0.01
2024-02-05 16:00:00+05:00,65.0,17.8,9.04,0.56,1.63,299.41,0.17,0.0
2024-02-05 17:00:00+05:00,61.0,17.49,10.67,0.64,1.49,308.24,0.09,0.0
2024-02-05 18:00:00+05:00,76.0,16.98,9.27,0.6,1.59,305.16,0.06,0.0
2024-02-05 19:00:00+05:00,112.0,13.54,9.75,0.78,1.84,294.27,0.02,0.0
2024-02-05 20:00:00+05:00,149.0,12.32,9.41,0.82,2.05,289.13,0.01,0.0
2024-02-05 21:00:00+05:00,183.0,11.67,9.23,0.85,2.04,287.77,0.01,0.0
2024-02-05 22:00:00+05:00,215.0,9.9,8.38,0.9,1.77,287.8,0.0,0.0
2024-02-05 23:00:00+05:00,259.0,9.86,8.36,0.9,1.56,295.2,0.0,0.0
2024-02-06 00:00:00+05:00,279.0,9.6,8.18,0.91,1.33,300.95,0.0,0.0
2024-02-06 01:00:00+05:00,306.0,8.7,7.45,0.92,1.41,293.98,0.0,0.0
2024-02-06 02:00:00+05:00,282.0,8.69,7.46,0.92,1.54,292.83,0.0,0.0
2024-02-06 03:00:00+05:00,250.0,8.41,6.99,0.91,1.86,291.92,0.0,0.0
2024-02-06 04:00:00+05:00,181.0,7.55,6.52,0.93,2.34,303.96,0.0,0.0
2024-02-06 05:00:00+05:00,151.0,7.17,6.29,0.94,2.37,313.69,0.0,0.0
2024-02-06 06:00:00+05:00,162.0,6.74,6.15,0.96,2.31,323.82,0.0,0.0
2024-02-06 07:00:00+05:00,201.0,6.55,5.86,0.95,2.32,324.16,0.0,0.0
2024-02-06 08:00:00+05:00,295.0,7.79,6.71,0.93,2.1,320.12,0.0,0.0
2024-02-06 09:00:00+05:00,359.0,9.28,7.51,0.89,1.32,313.95,0.0,0.0
2024-02-06 10:00:00+05:00,133.0,15.68,8.9,0.64,1.64,307.65,0.0,0.0
2024-02-06 11:00:00+05:00,112.0,16.57,8.86,0.6,2.25,307.51,0.01,0.0
2024-02-06 12:00:00+05:00,66.0,17.21,8.32,0.56,2.64,305.25,0.08,0.0
2024-02-06 13:00:00+05:00,56.0,19.51,7.41,0.45,2.75,304.98,0.1,0.0
2024-02-06 14:00:00+05:00,62.0,19.61,6.75,0.43,2.67,304.93,0.13,0.0
2024-02-06 15:00:00+05:00,48.0,19.04,6.38,0.44,2.62,300.5,0.0,0.0
2024-02-06 16:00:00+05:00,52.0,18.98,6.45,0.44,2.34,302.98,0.0,0.0
2024-02-06 17:00:00+05:00,62.0,18.31,7.32,0.49,1.75,306.71,0.0,0.0
2024-02-06 18:00:00+05:00,88.0,16.49,8.38,0.59,2.48,310.79,0.0,0.0
2024-02-06 19:00:00+05:00,111.0,13.15,8.41,0.73,2.34,323.98,0.0,0.0
2024-02-06 20:00:00+05:00,132.0,11.68,8.02,0.78,1.96,326.85,0.0,0.0
2024-02-06 21:00:00+05:00,188.0,11.68,7.86,0.77,1.51,301.21,0.0,0.0
2024-02-06 22:00:00+05:00,227.0,10.05,7.14,0.82,1.66,267.27,0.0,0.0
2024-02-06 23:00:00+05:00,249.0,9.79,7.13,0.84,2.02,266.37,0.0,0.0
2024-02-07 00:00:00+05:00,257.0,9.32,6.96,0.85,2.39,274.54,0.0,0.0
2024-02-07 01:00:00+05:00,204.0,8.46,6.44,0.87,2.54,282.65,0.0,0.0
2024-02-07 02:00:00+05:00,172.0,8.34,6.3,0.87,2.64,286.49,0.02,0.0
2024-02-07 03:00:00+05:00,166.0,7.53,5.93,0.9,2.4,316.75,0.03,0.0
2024-02-07 04:00:00+05:00,186.0,7.09,5.87,0.92,2.5,322.02,0.01,0.0
2024-02-07 05:00:00+05:00,237.0,6.71,5.84,0.94,2.61,321.31,0.0,0.0
2024-02-07 06:00:00+05:00,281.0,6.55,5.66,0.94,2.22,319.72,0.7,0.0
2024-02-07 07:00:00+05:00,278.0,6.81,5.97,0.94,1.98,312.41,0.88,0.0
2024-02-07 08:00:00+05:00,264.0,8.53,6.75,0.89,2.46,308.99,0.95,0.0
2024-02-07 09:00:00+05:00,168.0,9.98,7.36,0.84,1.9,307.12,0.95,0.0
2024-02-07 10:00:00+05:00,139.0,14.61,8.03,0.65,2.25,299.92,0.98,0.0
2024-02-07 11:00:00+05:00,135.0,15.9,8.19,0.6,2.86,300.85,0.91,0.0
2024-02-07 12:00:00+05:00,129.0,16.3,7.71,0.57,3.54,302.59,0.45,0.0
2024-02-07 13:00:00+05:00,60.0,19.07,6.61,0.44,4.04,307.45,0.1,0.0
2024-02-07 14:00:00+05:00,61.0,19.36,6.21,0.42,4.18,310.58,0.01,0.0
2024-02-07 15:00:00+05:00,52.0,19.27,6.35,0.43,3.87,311.65,0.0,0.0
2024-02-07 16:00:00+05:00,51.0,19.23,6.36,0.43,3.53,306.83,0.0,0.0
2024-02-07 17:00:00+05:00,70.0,18.35,7.04,0.48,2.18,291.6,0.0,0.0
2024-02-07 18:00:00+05:00,101.0,16.2,7.41,0.56,2.44,279.58,0.0,0.0
2024-02-07 19:00:00+05:00,105.0,14.09,8.43,0.69,2.64,276.11,0.0,0.0
2024-02-07 20:00:00+05:00,102.0,13.11,8.0,0.71,2.8,277.01,0.0,0.0
2024-02-07 21:00:00+05:00,127.0,12.81,7.9,0.72,2.91,280.32,0.0,0.0
2024-02-07 22:00:00+05:00,129.0,11.23,6.95,0.75,2.93,286.58,0.0,0.0
2024-02-07 23:00:00+05:00,134.0,11.05,6.62,0.74,2.97,288.89,0.0,0.0
2024-02-08 00:00:00+05:00,140.0,10.86,6.23,0.73,3.06,288.21,0.0,0.0
2024-02-08 01:00:00+05:00,136.0,9.78,5.57,0.75,3.14,286.62,0.0,0.0
2024-02-08 02:00:00+05:00,141.0,9.61,5.39,0.75,3.2,289.37,0.0,0.0
2024-02-08 03:00:00+05:00,140.0,8.94,5.81,0.81,3.31,293.36,0.0,0.0
2024-02-08 04:00:00+05:00,120.0,8.69,5.53,0.81,3.54,299.38,0.0,0.0
