,value,temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2020-08-13 07:00:00+05:00,47.0,29.33,26.57,0.85,4.48,115.32,0.36,0.13
2020-08-13 08:00:00+05:00,30.0,30.27,27.43,0.85,4.29,124.65,0.24,0.12
2020-08-13 09:00:00+05:00,30.0,30.98,27.83,0.83,3.95,132.87,0.2,0.13
2020-08-13 10:00:00+05:00,30.0,33.65,27.9,0.72,3.4,139.79,0.28,0.08
2020-08-13 11:00:00+05:00,47.0,34.08,27.93,0.7,2.83,138.39,0.38,0.0
2020-08-13 12:00:00+05:00,46.0,34.02,27.67,0.7,2.46,137.21,0.58,0.0
2020-08-13 13:00:00+05:00,46.0,35.4,27.78,0.65,2.25,127.07,0.63,0.01
2020-08-13 14:00:00+05:00,46.0,35.55,28.03,0.65,2.52,115.89,0.48,0.0
2020-08-13 15:00:00+05:00,46.0,36.55,28.44,0.63,2.8,108.91,0.71,0.01
2020-08-13 16:00:00+05:00,38.0,35.63,29.15,0.69,3.67,108.43,0.54,0.08
2020-08-13 17:00:00+05:00,39.0,34.65,29.39,0.74,4.49,109.7,0.36,0.05
2020-08-13 18:00:00+05:00,34.0,33.88,29.07,0.76,4.66,113.48,0.42,0.08
2020-08-13 19:00:00+05:00,30.0,31.83,28.23,0.81,4.67,115.89,0.28,0.12
2020-08-13 20:00:00+05:00,30.0,30.89,27.73,0.83,4.63,114.13,0.18,0.08
2020-08-13 21:00:00+05:00,24.0,30.72,27.49,0.83,4.55,113.53,0.18,0.07
2020-08-13 22:00:00+05:00,13.0,29.51,27.12,0.87,4.27,115.13,0.31,0.26
2020-08-13 23:00:00+05:00,17.0,29.21,27.11,0.89,4.18,113.27,0.42,0.38
2020-08-14 00:00:00+05:00,13.0,28.84,26.78,0.89,4.28,112.12,0.49,0.06
2020-08-14 01:00:00+05:00,11.0,27.83,26.18,0.91,4.06,114.25,0.64,0.06
2020-08-14 02:00:00+05:00,8.0,27.42,25.9,0.91,3.69,113.61,0.69,0.25
2020-08-14 03:00:00+05:00,15.0,26.89,25.44,0.92,3.7,110.63,0.59,0.36
2020-08-14 04:00:00+05:00,15.0,26.78,25.43,0.92,3.03,105.98,0.81,0.4
2020-08-14 05:00:00+05:00,11.0,27.22,25.42,0.9,2.41,92.1,0.95,0.31
2020-08-14 06:00:00+05:00,27.0,27.37,25.57,0.9,2.47,83.57,0.98,0.14
2020-08-14 07:00:00+05:00,27.0,27.94,25.23,0.85,2.65,96.74,0.97,0.02
2020-08-14 08:00:00+05:00,16.0,28.9,25.65,0.83,3.19,110.29,0.9,0.01
2020-08-14 09:00:00+05:00,16.0,29.7,26.07,0.81,3.27,113.44,0.92,0.09
2020-08-14 10:00:00+05:00,20.0,31.25,25.82,0.73,2.87,121.14,0.91,0.11
2020-08-14 11:00:00+05:00,11.0,32.04,26.17,0.71,2.2,112.05,0.99,0.04
2020-08-14 12:00:00+05:00,11.0,32.72,26.28,0.69,2.36,99.32,0.95,0.21
2020-08-14 13:00:00+05:00,13.0,33.97,26.28,0.64,2.73,113.0,0.97,0.02
2020-08-14 14:00:00+05:00,15.0,34.44,26.23,0.62,2.23,119.87,0.98,0.01
2020-08-14 15:00:00+05:00,10.0,34.28,26.14,0.63,1.69,93.12,1.0,0.01
2020-08-14 16:00:00+05:00,14.0,34.01,26.19,0.64,1.71,89.54,0.94,0.02
2020-08-14 17:00:00+05:00,15.0,33.96,26.16,0.64,2.01,97.35,0.79,0.0
2020-08-14 18:00:00+05:00,15.0,33.77,26.0,0.64,2.02,90.62,0.24,0.0
2020-08-14 19:00:00+05:00,12.0,32.13,26.27,0.71,1.77,79.45,0.04,0.0
2020-08-14 20:00:00+05:00,12.0,31.36,26.48,0.75,2.15,82.94,0.03,0.0
2020-08-14 21:00:00+05:00,18.0,31.23,26.44,0.76,2.29,88.35,0.1,0.0
2020-08-14 22:00:00+05:00,22.0,30.49,26.52,0.79,2.36,93.59,0.05,0.0
2020-08-14 23:00:00+05:00,30.0,30.36,26.35,0.79,2.42,97.18,0.1,0.0
2020-08-15 00:00:00+05:00,28.0,30.11,26.22,0.8,2.49,99.55,0.11,0.01
2020-08-15 01:00:00+05:00,28.0,29.64,26.36,0.83,2.56,102.4,0.21,0.05
2020-08-15 02:00:00+05:00,27.0,29.58,26.16,0.82,2.45,107.42,0.23,0.09
2020-08-15 03:00:00+05:00,26.0,28.62,26.33,0.87,1.65,117.87,0.22,0.05
2020-08-15 04:00:00+05:00,18.0,28.37,26.15,0.88,1.15,118.92,0.23,0.04
2020-08-15 05:00:00+05:00,18.0,28.49,25.93,0.86,1.24,100.82,0.17,0.01
2020-08-15 06:00:00+05:00,19.0,28.59,25.84,0.85,1.77,95.91,0.24,0.0
2020-08-15 07:00:00+05:00,19.0,29.65,25.89,0.8,1.96,97.22,0.27,0.0
2020-08-15 08:00:00+05:00,14.0,30.28,26.25,0.79,2.29,99.34,0.13,0.0
2020-08-15 09:00:00+05:00,15.0,31.29,26.74,0.77,2.72,107.71,0.2,0.03
2020-08-15 10:00:00+05:00,14.0,33.63,25.27,0.62,3.24,117.35,0.29,0.05
2020-08-15 11:00:00+05:00,15.0,34.19,25.51,0.61,3.5,123.42,0.32,0.04
2020-08-15 12:00:00+05:00,15.0,34.24,25.72,0.61,3.45,129.17,0.31,0.05
2020-08-15 13:00:00+05:00,17.0,35.21,25.22,0.56,3.19,130.48,0.32,0.04
2020-08-15 14:00:00+05:00,16.0,35.33,25.24,0.56,2.75,132.44,0.25,0.02
2020-08-15 15:00:00+05:00,16.0,35.69,25.78,0.57,1.82,130.05,0.37,0.0
2020-08-15 16:00:00+05:00,17.0,35.73,26.14,0.58,1.75,130.71,0.29,0.0
2020-08-15 17:00:00+05:00,17.0,35.69,25.97,0.57,1.81,137.0,0.28,0.0
2020-08-15 18:00:00+05:00,23.0,34.91,25.56,0.58,1.15,132.55,0.24,0.0
2020-08-15 19:00:00+05:00,27.0,33.19,26.44,0.68,1.25,107.49,0.15,0.0
2020-08-15 20:00:00+05:00,31.0,32.39,26.48,0.71,1.86,99.45,0.24,0.0
2020-08-15 21:00:00+05:00,31.0,32.23,26.42,0.71,2.12,100.43,0.29,0.0
2020-08-15 22:00:00+05:00,35.0,31.34,26.68,0.76,2.28,105.31,0.28,0.0
2020-08-15 23:00:00+05:00,38.0,31.32,26.56,0.76,2.43,111.37,0.31,0.0
2020-08-16 00:00:00+05:00,38.0,31.21,26.36,0.75,2.53,114.42,0.31,0.0
2020-08-16 01:00:00+05:00,38.0,30.34,26.42,0.8,2.51,119.18,0.34,0.0
2020-08-16 02:00:00+05:00,38.0,30.19,26.4,0.8,2.51,114.43,0.21,0.02
2020-08-16 03:00:00+05:00,41.0,29.66,26.39,0.83,2.63,95.79,0.27,0.05
2020-08-16 04:00:00+05:00,39.0,29.52,26.35,0.83,2.65,95.7,0.33,0.05
2020-08-16 05:00:00+05:00,39.0,29.34,26.23,0.83,2.51,96.91,0.22,0.05
2020-08-16 06:00:00+05:00,44.0,29.29,26.38,0.84,2.49,102.21,0.27,0.03
2020-08-16 07:00:00+05:00,39.0,30.27,26.85,0.82,2.62,109.91,0.23,0.01
2020-08-16 08:00:00+05:00,38.0,31.02,27.15,0.8,2.82,120.4,0.15,0.0
2020-08-16 09:00:00+05:00,26.0,31.36,27.45,0.8,2.75,127.87,0.15,0.0
2020-08-16 10:00:00+05:00,32.0,33.73,26.7,0.67,2.18,128.18,0.27,0.0
2020-08-16 11:00:00+05:00,32.0,34.32,27.07,0.66,1.79,119.68,0.28,0.06
2020-08-16 12:00:00+05:00,28.0,35.26,28.17,0.67,1.67,112.99,0.28,0.15
2020-08-16 13:00:00+05:00,31.0,36.51,27.68,0.61,1.56,113.37,0.29,0.08
2020-08-16 14:00:00+05:00,31.0,36.5,27.69,0.61,1.45,113.56,0.28,0.03
2020-08-16 15:00:00+05:00,40.0,36.11,26.94,0.59,1.72,121.44,0.35,0.03
2020-08-16 16:00:00+05:00,40.0,35.92,26.71,0.59,1.84,139.18,0.28,0.0
2020-08-16 17:00:00+05:00,42.0,35.91,26.7,0.59,1.63,147.1,0.3,0.02
2020-08-16 18:00:00+05:00,39.0,35.67,26.81,0.6,1.12,158.51,0.17,0.0
2020-08-16 19:00:00+05:00,39.0,33.69,27.6,0.71,1.44,143.42,0.13,0.0
2020-08-16 20:00:00+05:00,31.0,33.21,27.54,0.72,1.13,118.71,0.1,0.0
2020-08-16 21:00:00+05:00,31.0,33.06,27.39,0.72,1.62,113.68,0.12,0.0
2020-08-16 22:00:00+05:00,28.0,31.87,27.61,0.78,2.14,118.5,0.06,0.0
2020-08-16 23:00:00+05:00,32.0,31.98,27.55,0.77,2.42,119.82,0.09,0.01
2020-08-17 00:00:00+05:00,32.0,31.63,27.28,0.78,2.66,118.38,0.08,0.01
2020-08-17 01:00:00+05:00,31.0,30.92,27.47,0.82,2.7,119.8,0.07,0.03
2020-08-17 02:00:00+05:00,34.0,30.82,27.42,0.82,2.96,113.44,0.21,0.07
2020-08-17 03:00:00+05:00,29.0,30.02,27.68,0.87,3.12,105.81,0.31,0.11
2020-08-17 04:00:00+05:00,30.0,29.51,27.31,0.88,3.14,102.49,0.54,0.01
2020-08-17 05:00:00+05:00,27.0,29.55,27.27,0.88,3.37,88.51,0.76,0.0
2020-08-17 06:00:00+05:00,27.0,29.39,27.21,0.88,3.65,90.54,0.94,0.0
2020-08-17 07:00:00+05:00,28.0,30.12,27.11,0.84,4.08,109.51,0.96,0.0
2020-08-17 08:00:00+05:00,32.0,30.68,27.21,0.82,4.08,125.16,0.98,0.0
2020-08-17 09:00:00+05:00,32.0,31.44,27.7,0.81,3.72,141.0,0.99,0.0
2020-08-17 10:00:00+05:00,40.0,33.65,27.27,0.69,3.53,144.76,0.96,0.03
2020-08-17 11:00:00+05:00,38.0,34.07,27.45,0.68,3.05,149.05,0.94,0.1
2020-08-17 12:00:00+05:00,38.0,34.4,27.93,0.69,2.51,145.07,0.86,0.12
2020-08-17 13:00:00+05:00,31.0,35.91,27.81,0.63,1.94,139.92,0.76,0.25
2020-08-17 14:00:00+05:00,31.0,35.97,27.89,0.63,1.65,123.32,0.76,0.0
2020-08-17 15:00:00+05:00,25.0,35.55,27.53,0.63,2.29,99.08,0.74,0.01
2020-08-17 16:00:00+05:00,30.0,35.67,27.99,0.65,2.65,97.09,0.64,0.0
2020-08-17 17:00:00+05:00,26.0,35.34,28.07,0.66,2.23,93.55,0.61,0.0
2020-08-17 18:00:00+05:00,26.0,34.53,27.87,0.68,2.19,87.98,0.5,0.0
2020-08-17 19:00:00+05:00,36.0,32.99,28.46,0.77,2.59,90.49,0.51,0.0
2020-08-17 20:00:00+05:00,36.0,31.99,28.52,0.82,3.03,95.41,0.48,0.0
2020-08-17 21:00:00+05:00,34.0,31.75,28.47,0.83,3.03,105.52,0.33,0.0
2020-08-17 22:00:00+05:00,34.0,30.82,28.33,0.87,2.65,111.6,0.18,0.0
2020-08-17 23:00:00+05:00,25.0,30.71,28.15,0.86,2.52,117.52,0.24,0.0
2020-08-18 00:00:00+05:00,34.0,30.78,27.98,0.85,2.48,117.14,0.12,0.0
2020-08-18 01:00:00+05:00,34.0,30.15,28.0,0.88,3.02,111.23,0.21,0.0
2020-08-18 02:00:00+05:00,25.0,30.11,27.94,0.88,3.79,118.7,0.36,0.0
2020-08-18 03:00:00+05:00,18.0,29.38,27.3,0.89,4.28,116.91,0.31,0.0
2020-08-18 04:00:00+05:00,18.0,29.0,26.96,0.89,3.29,102.07,0.54,0.01
2020-08-18 05:00:00+05:00,19.0,28.88,26.63,0.88,3.34,96.85,0.48,0.01
2020-08-18 06:00:00+05:00,20.0,28.97,26.69,0.88,3.31,103.76,0.35,0.02
2020-08-18 07:00:00+05:00,22.0,28.97,26.31,0.86,3.45,119.88,0.18,0.04
2020-08-18 08:00:00+05:00,24.0,29.5,26.5,0.84,3.33,124.84,0.25,0.05
2020-08-18 09:00:00+05:00,24.0,30.32,27.1,0.83,3.39,123.07,0.38,0.03
2020-08-18 10:00:00+05:00,27.0,33.2,27.0,0.7,2.7,121.5,0.6,0.0
2020-08-18 11:00:00+05:00,27.0,33.74,27.39,0.69,2.48,112.53,0.57,0.11
2020-08-18 12:00:00+05:00,31.0,33.86,27.59,0.7,2.15,121.62,0.55,0.08
2020-08-18 13:00:00+05:00,51.0,35.75,27.23,0.62,2.01,120.46,0.37,0.05
2020-08-18 14:00:00+05:00,51.0,35.92,27.76,0.63,1.56,123.91,0.31,0.01
2020-08-18 15:00:00+05:00,53.0,35.84,28.49,0.66,1.11,63.24,0.53,0.0
2020-08-18 16:00:00+05:00,46.0,36.1,28.13,0.64,0.27,328.78,0.6,0.0
2020-08-18 17:00:00+05:00,44.0,35.98,27.73,0.63,0.81,228.42,0.46,0.0
2020-08-18 18:00:00+05:00,45.0,35.74,27.96,0.64,1.01,188.49,0.76,0.01
2020-08-18 19:00:00+05:00,42.0,34.46,28.41,0.71,0.76,118.85,0.81,0.02
2020-08-18 20:00:00+05:00,53.0,33.66,28.39,0.74,0.95,134.44,0.81,0.07
2020-08-18 21:00:00+05:00,53.0,33.45,28.26,0.74,1.14,157.22,0.37,0.09
2020-08-18 22:00:00+05:00,166.0,32.36,28.42,0.8,1.28,154.99,0.31,0.06
2020-08-18 23:00:00+05:00,101.0,31.84,28.3,0.82,1.55,155.82,0.37,0.36
2020-08-19 00:00:00+05:00,61.0,30.98,28.24,0.85,2.17,154.4,0.26,0.01
2020-08-19 01:00:00+05:00,61.0,29.41,27.51,0.9,3.2,146.66,0.4,0.17
2020-08-19 02:00:00+05:00,40.0,28.65,26.67,0.89,4.1,139.89,0.91,1.62
2020-08-19 03:00:00+05:00,42.0,28.84,27.42,0.92,3.83,134.03,0.92,3.02
2020-08-19 04:00:00+05:00,30.0,28.44,27.1,0.92,3.05,127.69,0.91,6.11
2020-08-19 05:00:00+05:00,29.0,28.23,26.82,0.92,3.45,137.16,0.97,3.96
2020-08-19 06:00:00+05:00,29.0,28.32,26.79,0.91,3.98,143.08,1.0,0.32
2020-08-19 07:00:00+05:00,26.0,27.88,26.14,0.9,2.77,122.86,0.99,0.2
2020-08-19 08:00:00+05:00,26.0,27.59,26.1,0.92,3.12,79.07,1.0,3.46
2020-08-19 09:00:00+05:00,28.0,26.73,25.84,0.95,3.16,74.26,1.0,0.79
2020-08-19 10:00:00+05:00,20.0,28.04,25.52,0.86,3.59,93.61,1.0,0.47
2020-08-19 11:00:00+05:00,26.0,28.43,25.49,0.84,3.22,101.92,1.0,0.41
2020-08-19 12:00:00+05:00,26.0,29.5,26.03,0.82,3.24,130.19,1.0,0.04
2020-08-19 13:00:00+05:00,27.0,30.68,26.02,0.76,3.24,145.38,1.0,0.11
2020-08-19 14:00:00+05:00,27.0,31.22,26.69,0.77,2.8,138.45,1.0,0.09
2020-08-19 15:00:00+05:00,25.0,32.83,26.97,0.71,2.51,135.76,1.0,0.03
2020-08-19 16:00:00+05:00,8.0,33.35,26.87,0.69,2.62,123.64,0.99,0.01
2020-08-19 17:00:00+05:00,7.0,33.3,26.88,0.69,2.55,123.07,0.99,0.0
2020-08-19 18:00:00+05:00,16.0,33.13,26.82,0.7,2.35,120.66,0.97,0.0
2020-08-19 19:00:00+05:00,16.0,30.92,26.37,0.77,2.59,119.4,0.98,0.2
2020-08-19 20:00:00+05:00,12.0,29.66,26.41,0.83,2.89,112.46,0.97,0.78
2020-08-19 21:00:00+05:00,17.0,28.59,26.15,0.87,3.28,110.43,0.99,0.82
2020-08-19 22:00:00+05:00,17.0,27.34,25.72,0.91,3.75,124.68,0.99,0.45
2020-08-19 23:00:00+05:00,8.0,27.05,25.44,0.91,4.19,140.66,1.0,1.26
2020-08-20 00:00:00+05:00,8.0,26.58,24.94,0.91,4.18,152.61,1.0,1.42
2020-08-20 01:00:00+05:00,13.0,26.09,24.51,0.91,3.02,142.9,0.99,1.45
2020-08-20 02:00:00+05:00,9.0,25.88,24.54,0.92,3.14,126.75,0.99,0.52
2020-08-20 03:00:00+05:00,16.0,25.14,24.51,0.96,3.5,120.15,0.89,0.93
2020-08-20 04:00:00+05:00,27.0,24.79,24.22,0.97,3.21,112.17,0.89,0.61
2020-08-20 05:00:00+05:00,9.0,24.85,24.17,0.96,3.09,110.32,0.99,0.24
2020-08-20 06:00:00+05:00,9.0,24.75,24.09,0.96,3.62,116.36,1.0,1.58
2020-08-20 07:00:00+05:00,15.0,24.99,24.07,0.95,2.58,120.12,1.0,1.73
2020-08-20 08:00:00+05:00,15.0,24.94,24.48,0.97,2.27,128.22,1.0,0.92
2020-08-20 09:00:00+05:00,16.0,25.45,24.53,0.95,2.25,117.54,1.0,0.68
2020-08-20 10:00:00+05:00,10.0,26.27,24.34,0.89,3.17,122.56,1.0,0.28
2020-08-20 11:00:00+05:00,10.0,26.77,24.38,0.87,2.63,117.3,1.0,0.06
2020-08-20 12:00:00+05:00,15.0,28.01,24.77,0.83,2.45,116.37,1.0,2.22
2020-08-20 13:00:00+05:00,13.0,29.06,24.88,0.78,1.84,115.27,1.0,1.58
2020-08-20 14:00:00+05:00,18.0,28.51,24.56,0.79,1.7,105.77,1.0,1.54
2020-08-20 15:00:00+05:00,13.0,27.12,25.61,0.91,2.22,103.32,1.0,1.1
2020-08-20 16:00:00+05:00,23.0,27.29,25.9,0.92,1.91,106.53,0.99,0.58
2020-08-20 17:00:00+05:00,23.0,27.58,26.12,0.92,1.84,67.38,0.99,0.41
2020-08-20 18:00:00+05:00,35.0,27.57,25.81,0.9,1.54,75.84,1.0,0.13
2020-08-20 19:00:00+05:00,38.0,26.9,25.56,0.92,1.87,89.83,0.99,0.04
2020-08-20 20:00:00+05:00,31.0,26.58,25.17,0.92,2.29,93.81,0.94,0.01
2020-08-20 21:00:00+05:00,31.0,26.65,25.1,0.91,2.48,100.84,0.89,0.0
2020-08-20 22:00:00+05:00,19.0,26.3,24.94,0.92,2.45,110.72,0.89,0.0
2020-08-20 23:00:00+05:00,19.0,26.32,24.97,0.92,2.45,123.14,0.89,0.0
2020-08-21 00:00:00+05:00,15.0,26.16,24.83,0.92,2.39,132.26,0.87,0.01
2020-08-21 01:00:00+05:00,15.0,25.98,24.8,0.93,2.24,124.91,0.81,0.0
2020-08-21 02:00:00+05:00,9.0,26.02,24.82,0.93,1.94,106.21,0.79,0.57
2020-08-21 03:00:00+05:00,9.0,25.84,24.99,0.95,2.01,86.94,0.79,1.59
2020-08-21 04:00:00+05:00,10.0,25.74,24.97,0.96,2.08,92.28,0.86,2.04
2020-08-21 05:00:00+05:00,10.0,25.76,24.88,0.95,2.06,77.73,0.84,1.62
2020-08-21 06:00:00+05:00,10.0,25.73,24.94,0.95,2.18,92.05,0.94,0.87
2020-08-21 07:00:00+05:00,19.0,25.89,25.06,0.95,2.7,111.07,0.78,0.58
2020-08-21 08:00:00+05:00,16.0,26.0,25.2,0.95,3.25,125.21,0.62,0.39
2020-08-21 09:00:00+05:00,18.0,26.25,25.31,0.95,3.05,129.26,0.72,0.42
2020-08-21 10:00:00+05:00,18.0,27.22,25.69,0.91,2.83,132.04,0.98,0.12
2020-08-21 11:00:00+05:00,20.0,27.71,26.08,0.91,2.68,127.67,0.89,0.12
2020-08-21 12:00:00+05:00,15.0,28.72,26.7,0.89,2.6,128.61,0.88,0.3
2020-08-21 13:00:00+05:00,15.0,29.74,26.23,0.81,2.67,125.61,0.69,2.83
2020-08-21 14:00:00+05:00,6.0,29.89,25.82,0.79,2.55,121.33,0.67,1.3
2020-08-21 15:00:00+05:00,7.0,29.46,25.9,0.81,2.38,119.66,0.79,0.48
2020-08-21 16:00:00+05:00,7.0,29.77,25.89,0.8,1.79,91.91,0.62,0.24
2020-08-21 17:00:00+05:00,13.0,29.7,25.57,0.79,3.04,78.29,0.65,0.22
2020-08-21 18:00:00+05:00,13.0,29.38,25.34,0.79,2.37,82.86,0.56,0.22
2020-08-21 19:00:00+05:00,13.0,28.08,25.02,0.83,1.76,80.13,0.38,0.09
2020-08-21 20:00:00+05:00,23.0,27.81,24.92,0.84,1.64,77.25,0.11,0.0
2020-08-21 21:00:00+05:00,24.0,27.58,24.84,0.85,1.36,73.48,0.07,0.0
2020-08-21 22:00:00+05:00,24.0,26.86,25.06,0.9,1.19,62.0,0.06,0.0
2020-08-21 23:00:00+05:00,46.0,26.6,24.86,0.9,1.49,52.95,0.02,0.0
2020-08-22 00:00:00+05:00,131.0,26.59,24.78,0.9,1.6,54.78,0.01,0.0
2020-08-22 01:00:00+05:00,131.0,26.07,24.57,0.91,1.5,58.36,0.02,0.0
2020-08-22 02:00:00+05:00,45.0,25.93,24.62,0.93,1.29,58.51,0.02,0.0
2020-08-22 03:00:00+05:00,45.0,25.29,24.31,0.94,1.57,57.17,0.07,0.0
2020-08-22 04:00:00+05:00,149.0,25.12,24.17,0.94,1.31,40.14,0.14,0.0
2020-08-22 05:00:00+05:00,111.0,25.29,24.2,0.94,1.21,25.57,0.16,0.0
2020-08-22 06:00:00+05:00,111.0,25.49,24.25,0.93,1.37,31.98,0.1,0.0
2020-08-22 07:00:00+05:00,177.0,27.3,24.44,0.84,0.87,46.65,0.07,0.0
2020-08-22 08:00:00+05:00,204.0,28.21,24.91,0.82,0.75,56.67,0.05,0.0
2020-08-22 09:00:00+05:00,204.0,28.98,25.38,0.81,0.66,3.67,0.05,0.0
2020-08-22 10:00:00+05:00,67.0,31.93,25.31,0.68,1.13,316.88,0.05,0.0
2020-08-22 11:00:00+05:00,59.0,32.53,25.28,0.66,1.34,297.74,0.12,0.01
2020-08-22 12:00:00+05:00,43.0,32.75,25.26,0.65,1.33,286.11,0.11,0.0
2020-08-22 13:00:00+05:00,24.0,34.26,24.98,0.59,1.49,273.28,0.28,0.0
2020-08-22 14:00:00+05:00,27.0,34.23,24.92,0.58,1.66,276.63,0.09,0.01
2020-08-22 15:00:00+05:00,15.0,34.37,25.66,0.61,1.71,285.88,0.19,0.0
2020-08-22 16:00:00+05:00,14.0,34.31,25.58,0.61,1.71,296.08,0.23,0.02
2020-08-22 17:00:00+05:00,26.0,34.17,25.45,0.6,1.72,311.04,0.19,0.01
2020-08-22 18:00:00+05:00,49.0,33.34,25.72,0.64,0.91,319.01,0.13,0.02
2020-08-22 19:00:00+05:00,53.0,31.86,26.04,0.71,1.5,311.06,0.13,0.01
2020-08-22 20:00:00+05:00,59.0,31.59,26.09,0.73,1.13,298.53,0.08,0.01
2020-08-22 21:00:00+05:00,52.0,30.66,26.33,0.78,0.71,247.57,0.05,0.0
2020-08-22 22:00:00+05:00,57.0,29.78,26.38,0.82,1.04,176.41,0.04,0.0
2020-08-22 23:00:00+05:00,45.0,29.62,26.3,0.82,1.34,162.91,0.0,0.0
2020-08-23 00:00:00+05:00,49.0,29.48,26.2,0.83,1.47,154.22,0.02,0.0
2020-08-23 01:00:00+05:00,31.0,28.66,26.08,0.86,1.5,152.36,0.04,0.0
2020-08-23 02:00:00+05:00,34.0,28.35,26.16,0.88,1.38,150.76,0.11,0.02
2020-08-23 03:00:00+05:00,35.0,27.41,26.13,0.93,1.28,127.62,0.11,0.05
2020-08-23 04:00:00+05:00,34.0,27.33,26.08,0.93,1.23,111.68,0.19,0.07
2020-08-23 05:00:00+05:00,34.0,27.41,25.89,0.91,1.43,111.8,0.26,0.13
2020-08-23 06:00:00+05:00,32.0,27.51,25.95,0.91,1.73,114.55,0.33,0.15
2020-08-23 07:00:00+05:00,31.0,28.67,26.16,0.86,1.89,130.1,0.33,0.12
2020-08-23 08:00:00+05:00,34.0,29.19,26.6,0.86,1.83,137.52,0.4,0.12
2020-08-23 09:00:00+05:00,33.0,29.65,26.66,0.84,1.73,127.04,0.55,0.03
2020-08-23 10:00:00+05:00,33.0,32.47,26.37,0.7,2.04,125.11,0.5,0.05
2020-08-23 11:00:00+05:00,43.0,32.72,26.93,0.72,2.05,137.94,0.33,0.12
2020-08-23 12:00:00+05:00,68.0,33.04,27.13,0.71,1.93,150.48,0.2,0.11
2020-08-23 13:00:00+05:00,41.0,34.14,26.97,0.66,1.25,151.65,0.23,0.05
2020-08-23 14:00:00+05:00,41.0,34.32,26.73,0.65,0.42,140.8,0.33,0.02
2020-08-23 15:00:00+05:00,30.0,34.81,26.38,0.62,0.41,200.78,0.19,0.01
2020-08-23 16:00:00+05:00,30.0,34.95,26.27,0.61,0.44,186.18,0.11,0.0
2020-08-23 17:00:00+05:00,27.0,34.48,25.72,0.6,0.5,163.89,0.13,0.0
2020-08-23 18:00:00+05:00,27.0,34.15,25.93,0.62,0.66,131.62,0.05,0.0
2020-08-23 19:00:00+05:00,32.0,31.89,27.13,0.76,1.58,116.31,0.09,0.0
2020-08-23 20:00:00+05:00,33.0,31.11,26.91,0.78,1.63,124.41,0.04,0.0
2020-08-23 21:00:00+05:00,38.0,31.06,26.64,0.77,1.53,124.79,0.02,0.0
2020-08-23 22:00:00+05:00,38.0,30.28,26.49,0.8,1.87,133.98,0.02,0.0
2020-08-23 23:00:00+05:00,32.0,30.28,26.33,0.79,2.0,135.69,0.04,0.0
2020-08-24 00:00:00+05:00,32.0,30.07,26.04,0.79,1.96,135.87,0.02,0.0
2020-08-24 01:00:00+05:00,22.0,29.21,26.23,0.84,2.0,138.58,0.02,0.0
2020-08-24 02:00:00+05:00,21.0,29.04,26.22,0.85,1.93,139.77,0.02,0.0
2020-08-24 03:00:00+05:00,21.0,28.51,25.82,0.85,1.8,143.78,0.01,0.0
2020-08-24 04:00:00+05:00,19.0,28.33,25.96,0.87,1.58,140.77,0.02,0.0
2020-08-24 05:00:00+05:00,23.0,28.24,25.87,0.87,1.53,119.89,0.02,0.0
2020-08-24 06:00:00+05:00,21.0,28.35,25.8,0.86,2.06,105.81,0.05,0.0
2020-08-24 07:00:00+05:00,12.0,30.07,26.01,0.79,2.16,110.9,0.08,0.0
2020-08-24 08:00:00+05:00,12.0,30.61,25.83,0.76,2.29,123.84,0.08,0.0
2020-08-24 09:00:00+05:00,15.0,31.47,26.4,0.75,2.31,130.5,0.12,0.05
2020-08-24 10:00:00+05:00,13.0,33.41,25.7,0.64,2.29,130.5,0.19,0.1
2020-08-24 11:00:00+05:00,12.0,33.44,25.5,0.63,2.03,125.74,0.34,0.09
2020-08-24 12:00:00+05:00,8.0,33.94,25.81,0.63,1.89,120.96,0.34,0.03
2020-08-24 13:00:00+05:00,10.0,34.53,25.45,0.59,1.89,114.52,0.28,0.02
2020-08-24 14:00:00+05:00,10.0,34.76,25.7,0.59,1.97,112.62,0.15,0.01
2020-08-24 15:00:00+05:00,7.0,34.68,25.97,0.61,1.59,108.99,0.37,0.0
2020-08-24 16:00:00+05:00,5.0,34.75,26.1,0.61,1.71,118.55,0.36,0.0
2020-08-24 17:00:00+05:00,8.0,34.45,25.91,0.61,1.88,119.87,0.33,0.0
2020-08-24 18:00:00+05:00,8.0,34.03,25.73,0.62,1.74,122.03,0.38,0.0
2020-08-24 19:00:00+05:00,13.0,32.09,26.18,0.71,1.86,128.2,0.32,0.0
2020-08-24 20:00:00+05:00,14.0,31.57,26.17,0.73,2.74,123.8,0.32,0.0
2020-08-24 21:00:00+05:00,16.0,31.49,26.23,0.74,3.06,131.29,0.22,0.0
2020-08-24 22:00:00+05:00,17.0,30.45,26.18,0.78,2.73,123.43,0.28,0.0
2020-08-24 23:00:00+05:00,17.0,30.18,26.02,0.78,2.6,119.72,0.23,0.0
2020-08-25 00:00:00+05:00,19.0,30.18,25.89,0.78,2.52,116.16,0.18,0.0
2020-08-25 01:00:00+05:00,19.0,29.43,25.83,0.81,2.17,106.78,0.32,0.02
2020-08-25 02:00:00+05:00,14.0,29.41,25.84,0.81,2.24,85.6,0.45,0.13
